item_id,marketplace,country,main_image_id,domain_name,bullet_point,item_keywords,material,brand,color,item_name,model_name,model_number,product_type
B089NF9H7M,Amazon,US,81iQLzyKh0L,amazon.com,"Round-shaped base stand for stabilizing a 9-foot patio umbrella Can be easily filled with water or sand (not included) to create an effective, heavy weight; lightweight and easy to transport when empty Made of HDPE plastic with a low-maintenance weather-resistant finish; stylish brown color; no assembly required Steel holder with tightening knob secures an umbrella to the base (umbrella sold separately) Measures 20 by 20 by 4.7 inches; backed by an AmazonBasics 1-year limited warranty",wheels unbrella sectpod stands bases cast furniture clearance 50 free weighted table sets & metal weight outdoor market standing lb outside iron duty umbrellas sunbrella,,AmazonBasics,Brown,"AmazonBasics 20inch Dia Brown HDPE Plastic Patio Umbrella Base Stand for 9-Foot Umbrella - Water or Sand Fill, Rounded Pattern (Renewed)",,,OUTDOOR_LIVING
B081HN79KV,Amazon,IN,61T7iTX7q7L,amazon.in,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports Compatible with Xiaomi Redmi Note 8 Pro Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface.No warranty",mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case,Plastic,Amazon Brand - Solimo,multi-colored,Amazon Brand - Solimo Designer Heart Pattern Alphabet-S 3D Printed Hard Back Case Mobile Cover for Xiaomi Redmi Note 8 Pro,Xiaomi Redmi Note 8 Pro,SOLRN8PRO3DM392,CELLULAR_PHONE_CASE
B00JZVPC08,PrimeNow,US,A1dxjAz4oXL,primenow.amazon.com,"Plays music up to 30 feet (10 meters) from any Bluetooth-enabled device such as your smartphone, notebook, or tablet Speaker has two internal 3W speakers and built-in microphone for hands-free calls Connects via Bluetooth or a 3.5mm stereo cable (not included) Up to 15 hours of wireless play on a single charge when listening to music or making calls Comes with a Micro USB to USB charging cable. Speaker Dimensions: 7.3 x 2.4 x 2.8 inches (LxWxH) Note: Refer the User Manual before use.",bluetooth speaker speakers jambox bose beat pill portable best sonos amazon blue-tooth iphone ipad tablet kindle droid samsung apple compact loud link sound pair wireless alexa bose sonos wirekess speaker bluetooth speaker speakers jambox bose beat pill portable best sonos amazon blue-tooth iphone ipad tablet kindle droid samsung apple compact loud link sound pair wireless alexa bose sonos wirekess speaker bluetooth speaker speakers jambox bose beat pill portable best sonos amazon blue-tooth iphone ipad tablet kindle droid samsung apple compact loud link sound pair wireless alexa bose sonos wirekess speaker bluetooth speaker speakers jambox bose beat pill portable best sonos amazon blue-tooth iphone ipad tablet kindle droid samsung apple compact loud link sound pair wireless alexa bose sonos wirekess speaker bluetooth speaker speakers jambox bose beat pill portable best sonos amazon blue-tooth iphone ipad tablet kindle droid samsung apple compact loud link sound pair wireless alexa bose sonos wirekess speaker bluetooth speaker speakers jambox bose beat pill portable best sonos amazon blue-tooth iphone ipad tablet kindle droid samsung apple compact loud link sound pair wireless alexa bose sonos wirekess speaker bluetooth speaker speakers jambox bose beat pill portable best sonos amazon blue-tooth iphone ipad tablet kindle droid samsung apple compact loud link sound pair wireless alexa bose sonos wirekess speaker bluetooth speaker speakers jambox bose beat pill portable best sonos amazon blue-tooth iphone ipad tablet kindle droid samsung apple compact loud link sound pair wireless alexa bose sonos wirekess speaker bluetooth speaker speakers jambox bose beat pill portable best sonos amazon blue-tooth iphone ipad tablet kindle droid samsung apple compact loud link sound pair wireless alexa bose sonos wirekess speaker bluetooth speaker speakers jambox bose beat pill portable best sonos amazon blue-tooth iphone ipad tablet kindle droid samsung apple compact loud link sound pair wireless alexa bose sonos wirekess speaker bluetooth speaker speakers jambox bose beat pill portable best sonos amazon blue-tooth iphone ipad tablet kindle droid samsung apple compact loud link sound pair wireless alexa bose sonos wirekess speaker bluetooth speaker speakers jambox bose beat pill portable best sonos amazon blue-tooth iphone ipad tablet kindle droid samsung apple compact loud link sound pair wireless alexa bose sonos wirekess speaker bluetooth speaker speakers jambox bose beat pill portable best sonos amazon blue-tooth iphone ipad tablet kindle droid samsung apple compact loud link sound pair wireless alexa bose sonos wirekess speaker bluetooth speaker speakers jambox bose beat pill portable best sonos amazon blue-tooth iphone ipad tablet kindle droid samsung apple compact loud link sound pair wireless alexa bose sonos wirekess speaker bluetooth speaker speakers jambox bose beat pill portable best sonos amazon blue-tooth iphone ipad tablet kindle droid samsung apple compact loud link sound pair wireless alexa bose sonos wirekess speaker,,AmazonBasics,Red,AmazonBasics Wireless Bluetooth Dual 3W Speaker with Built-in Microphone - Red,,BTV1,SPEAKERS
B083JM9NXD,Amazon,IN,71k0LecX39L,amazon.in,"2-shelf multipurpose utility/supply cart for transporting supplies, tools, and heavy loads with ease; deep tub-style shelves help keep items securely contained Made of durable steel with a powder-coated black finish for enhanced strength and good looks 4-by-1-inch rubber swivel casters (2 with brakes) for easy maneuverability, smooth rolling, and secure placement 400-pound weight capacity; knock-down structure; easy assembly required Measures 28.3 by 14.4 by 30.7 inches; backed by an AmazonBasics 1-year limited warranty",wheels movers appliance trolly straps shoulderdolly wheeled truck folding pallet utility johnson flatform collapsible platform trolley dollies rolling bar piano low car furniture luggage lifting supplies shoulder moving rollers hand set belt wheel profile forklift equipment 2 3 4 dolly,,AmazonBasics,BLACK,AmazonBasics Steel 2-Shelf Multipurpose Tub Utility/Supply Cart with 400 lb Capacity - Black (Renewed),,,AUTO_ACCESSORY
B07T2K5NXX,Amazon,IN,81pINsmsArL,amazon.in,"3D Printed Hard Back Case Mobile Cover for Sony Xperia T2 Ultra Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. Slim Hard Back Cover No Warranty",mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel Sony Xperia mobile case Sony Xperia phone cover Sony Xperia back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Sony Xperia mobile case Sony Xperia phone cover Sony Xperia back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Sony Xperia mobile case Sony Xperia phone cover Sony Xperia back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Sony Xperia mobile case Sony Xperia phone cover Sony Xperia back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Sony Xperia mobile case Sony Xperia phone cover Sony Xperia back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Sony Xperia mobile case Sony Xperia phone cover Sony Xperia back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Sony Xperia mobile case Sony Xperia phone cover Sony Xperia back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Sony Xperia mobile case Sony Xperia phone cover Sony Xperia back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Sony Xperia mobile case Sony Xperia phone cover Sony Xperia back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Sony Xperia mobile case Sony Xperia phone cover Sony Xperia back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Sony Xperia mobile case Sony Xperia phone cover Sony Xperia back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Sony Xperia mobile case Sony Xperia phone cover Sony Xperia back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Sony Xperia mobile case Sony Xperia phone cover Sony Xperia back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Sony Xperia mobile case Sony Xperia phone cover Sony Xperia back case hard case 3D printed mobile cover,,Amazon Brand - Solimo,Others,Amazon Brand - Solimo Designer Color Spread 3D Printed Hard Back Case Mobile Cover for Sony Xperia T2 Ultra,Sony Xperia T2 Ultra,gz8037-SL40594,CELLULAR_PHONE_CASE
B08DNNG4NZ,Amazon,JP,71ri3sGYCuL,amazon.co.jp,,,,,,,,"すり調 ブラック, 60cm×400cm",HOME
B0854BQVPH,Amazon,IN,713aeRgMG9L,amazon.in,"Snug fit for Nokia 2.2, with perfect cut-outs for volume buttons, audio and charging ports Compatible with Nokia 2.2 Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface.",Back Cover Designer Boy Shoes Pattern Mobile Cover Designer Case Flexible Case Nokia 2.2 Case Printed Cover Silicone Case Soft TPU cases and covers fashion case mobile Cover,Silicon,Amazon Brand - Solimo,Multicolor,Amazon Brand - Solimo Designer Boy Shoes Pattern UV Printed Soft Back Case Mobile Cover for Nokia 2.2,Nokia 2.2,UV10770-SL40769,CELLULAR_PHONE_CASE
B07XV17NQB,Amazon,IN,817XxVrbdML,amazon.in,Outer Material: Mesh Closure Type: Lace-Up Toe Style: Round Toe Warranty Type: Manufacturer Warranty Description: 30 days,shoes shoes for men sports shoes for mens sports shoes running shoes for mens sport shoes for mens sports shoe sport shoes for men running shoes men shoes sport shoes shoes for men stylish Grey Grey men shoes running shoes running shoes for mens sport shoe shoes shoes for men shoes for men stylish shoes for mens sports sport shoes sport shoes for men sports shoes sports shoes for mens Grey men shoes running shoes running shoes for mens sport shoe shoes shoes for men shoes for men stylish shoes for mens sports sport shoes sport shoes for men sports shoes sports shoes for mens Grey men shoes running shoes running shoes for mens sport shoe shoes shoes for men shoes for men stylish shoes for mens sports sport shoes sport shoes for men sports shoes sports shoes for mens Grey men shoes running shoes running shoes for mens sport shoe shoes shoes for men shoes for men stylish shoes for mens sports sport shoes sport shoes for men sports shoes sports shoes for mens Grey men shoes running shoes running shoes for mens sport shoe shoes shoes for men shoes for men stylish shoes for mens sports sport shoes sport shoes for men sports shoes sports shoes for mens Grey men shoes running shoes running shoes for mens sport shoe shoes shoes for men shoes for men stylish shoes for mens sports sport shoes sport shoes for men sports shoes sports shoes for mens Grey men shoes running shoes running shoes for mens sport shoe shoes shoes for men shoes for men stylish shoes for mens sports sport shoes sport shoes for men sports shoes sports shoes for mens Grey men shoes running shoes running shoes for mens sport shoe shoes shoes for men shoes for men stylish shoes for mens sports sport shoes sport shoes for men sports shoes sports shoes for mens Grey men shoes running shoes running shoes for mens sport shoe shoes shoes for men shoes for men stylish shoes for mens sports sport shoes sport shoes for men sports shoes sports shoes for mens Grey men shoes running shoes running shoes for mens sport shoe shoes shoes for men shoes for men stylish shoes for mens sports sport shoes sport shoes for men sports shoes sports shoes for mens Grey men shoes running shoes running shoes for mens sport shoe shoes shoes for men shoes for men stylish shoes for mens sports sport shoes sport shoes for men sports shoes sports shoes for mens Grey men shoes running shoes running shoes for mens sport shoe shoes shoes for men shoes for men stylish shoes for mens sports sport shoes sport shoes for men sports shoes sports shoes for mens Grey men shoes running shoes running shoes for mens sport shoe shoes shoes for men shoes for men stylish shoes for mens sports sport shoes sport shoes for men sports shoes sports shoes for mens Grey men shoes running shoes running shoes for mens sport shoe shoes shoes for men shoes for men stylish shoes for mens sports sport shoes sport shoes for men sports shoes sports shoes for mens,Mesh,Fusefit,Grey,Fusefit Men's Anchor Grey Running Shoes-7 UK (41 EU) (8 US) (FFR-357_7),Anchor,FFR - 357_7,SHOES
B08FKQVLVQ,Amazon,GB,71+2mFPfyfL,amazon.co.uk,,,,find.,,"find. Maximum, Men’s Moccasin",Maximum,Maximum Leather,SHOES
B082VM7676,Amazon,US,812+MziBXML,amazon.com,"A great addition to any room, this versatile accent chair is sure to be a conversation piece. It features eye catching Mid-century inspired design with distinctive slanted arms and sturdy hardwood legs. 31""W x 32.3""D x 35”H Solid hardwood frame and soft top-grain leather. Highly fashionable design in a compact size for small spaces. Free returns for 30 days. 1-year warranty. Simple leg assembly. Wipe with a soft, dry cloth.",studio recliner swivel living set egg navy gdf mid glider room baxton century 2 blue kieran furniture of chairs tufted,,Rivet,Black,"Amazon Brand – Rivet Jamie Leather Mid-Century Modern Low Arm Accent Chair, 31""W, Black",,A-892-M2835,CHAIR
B07SYJB7XG,Amazon,IN,71Yh9D1Fa3L,amazon.in,"3D Printed Hard Back Case Mobile Cover for Samsung Galaxy Core 2 G355H Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. Slim Hard Back Cover No Warranty",mobile cover back cover mobile case phone case mobile panel phone panel Sony Xperia mobile case Sony Xperia phone cover Sony Xperia back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case,,Amazon Brand - Solimo,Others,Amazon Brand - Solimo Designer Love Print On Cloth Pattern 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy Core 2 G355H,Samsung Galaxy Core 2 G355H,gz8015-SL40745,CELLULAR_PHONE_CASE
B085494HR3,Amazon,IN,81MIRdQQ04L,amazon.in,"Snug fit for Samsung Galaxy A50, with perfect cut-outs for volume buttons, audio and charging ports Compatible with Samsung Galaxy A50 Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface.",Back Cover Designer Case Designer Stone Heart Mobile Cover Flexible Case Printed Cover Samsung Galaxy A50 Case Silicone Case Soft TPU cases and covers fashion case mobile Cover,Silicone,Amazon Brand - Solimo,Multicolor,Amazon Brand - Solimo Designer Stone Heart UV Printed Soft Back Case Mobile Cover for Samsung Galaxy A50,Samsung Galaxy A50,UV10718-SL40404,CELLULAR_PHONE_CASE
B07QHKYCZ1,Amazon,US,A1dIXK+A2TL,amazon.com,"6'W x 9'L 100% polypropylene; backing: 100% latex This gorgeous rug is power loomed with striated ivory-white patterns on a blue field, bringing an elegance to your favorite room. The medium 0.5"" pile suits any indoor space. Pair with rug pad (sold separately)",,,Ravenna Home,Blue,"Ravenna Home Vintage Damask Patterned Rug, 6' x 9', Ivory on Blue",,JUB09BLUE6X9,RUG
B07FQZRD8W,Amazon,IT,71hl0h1FFVL,amazon.it,,,,,,,,Monster,SHOES
B07TG41L5H,Amazon,IN,71lVv0Q1XsL,amazon.in,"3D Printed Hard Back Case Mobile Cover for Huawei Mate 9 Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. Slim Hard Back Cover No Warranty",mobile cover back cover mobile case phone case mobile panel phone panel hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Huawei mobile case Huawei phone cover Huawei back case honor cases honor cover mobile cover back cover mobile case phone case mobile panel phone panel Huawei mobile case Huawei phone cover Huawei back case honor cases honor cover mobile cover back cover mobile case phone case mobile panel phone panel Huawei mobile case Huawei phone cover Huawei back case honor cases honor cover mobile cover back cover mobile case phone case mobile panel phone panel Huawei mobile case Huawei phone cover Huawei back case honor cases honor cover mobile cover back cover mobile case phone case mobile panel phone panel Huawei mobile case Huawei phone cover Huawei back case honor cases honor cover mobile cover back cover mobile case phone case mobile panel phone panel Huawei mobile case Huawei phone cover Huawei back case honor cases honor cover mobile cover back cover mobile case phone case mobile panel phone panel Huawei mobile case Huawei phone cover Huawei back case honor cases honor cover mobile cover back cover mobile case phone case mobile panel phone panel Huawei mobile case Huawei phone cover Huawei back case honor cases honor cover mobile cover back cover mobile case phone case mobile panel phone panel Huawei mobile case Huawei phone cover Huawei back case honor cases honor cover mobile cover back cover mobile case phone case mobile panel phone panel Huawei mobile case Huawei phone cover Huawei back case honor cases honor cover mobile cover back cover mobile case phone case mobile panel phone panel Huawei mobile case Huawei phone cover Huawei back case honor cases honor cover mobile cover back cover mobile case phone case mobile panel phone panel Huawei mobile case Huawei phone cover Huawei back case honor cases honor cover mobile cover back cover mobile case phone case mobile panel phone panel Huawei mobile case Huawei phone cover Huawei back case honor cases honor cover mobile cover back cover mobile case phone case mobile panel phone panel Huawei mobile case Huawei phone cover Huawei back case honor cases honor cover,,Amazon Brand - Solimo,Others,Amazon Brand - Solimo Designer Gilliter Lollipops 3D Printed Hard Back Case Mobile Cover for Huawei Mate 9,Huawei Mate 9,gz8311-SL40372,CELLULAR_PHONE_CASE
B0788BTQ4M,Amazon,IT,81fQkGacO3L,amazon.it,,,,,,,,880362,SANDAL
B06VXB2PQ5,Amazon,AE,813gU0ySDkL,amazon.ae,Suede leather upper Contrasting leather backstay Block heel Side zip Contrasting leather trim Mid heel,Women shoes ankle boots ladies ankle boots ladies boots ladies shoes women ankle boots women boots women's ankle boots women's boots women's shoes womens ankle boots womens boots,,find.,Blue (Navy/Black),FIND Women's Boots Zip Block Heel Blue (Navy/Black) 5 UK (38 EU),Heeled,116393,SHOES
B084ZX5LZV,AmazonGo,US,71TaY+4IyjL,amazon.com/go,,,,Amazon Kitchen,,"Amazon Kitchen, Minestrone Soup",,,GROCERY
B07CNQRXJM,Amazon,CA,61TFx6h9+5L,amazon.ca,"Adapter cable connects a smartphone, tablet, or MP3 player to a speaker, stereo receiver, or other RCA-enabled device 3.5mm Male connector on one end and two Male RCA connectors on the other end Works with left and right audio input and devices with a standard 3.5mm auxiliary jack (typically used for headphones or ear buds) Dual-shielding, polished metal connectors and a corrosion-resistant gold-plated 3.5mm connector for pure, clear audio and minimal signal loss Beveled step-down design ensures a secure, fully plugged-in connection; PVC exterior offers added strength and flexibility; backed by an AmazonBasics 1-year limited warranty",audio cable 3.5mm audio cable iphone audio cable 3.5mm cable rca to 3.5mm aux cable rca to aux 3.5mm to rca ERROR:#N/A,,AmazonBasics,Black,AmazonBasics 3.5mm to 2-Male RCA Adapter Audio Stereo Cable - 8 Feet (Renewed),,PBH-19822,CE_ACCESSORY
B07T6T7K4D,Amazon,IN,81GkEtyoE+L,amazon.in,"3D Printed Hard Back Case Mobile Cover for Lenovo K4 Note Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. Slim Hard Back Cover No Warranty",mobile cover back cover mobile case phone case mobile panel phone panel hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Lenovo mobile case Lenovo phone cover Lenovo back case hard case 3D printed mobile cover,,Amazon Brand - Solimo,Others,Amazon Brand - Solimo Designer Unicorn Texture 3D Printed Hard Back Case Mobile Cover for Lenovo K4 Note,Lenovo K4 Note,gz8115-SL40417,CELLULAR_PHONE_CASE
B0824FRXYG,Amazon,US,51sz-NqpM4L,amazon.com,"12.5""W x 12.5""D x 22.5""H White linen drum shade, glossy textured ceramic base, bronze accents Elegantly shaped base and visual texturing are highlighted when lamp is lit. Uses 1 60-watt incandescent or LED-equivalent bulb. An energy-efficient 9-watt warm-white LED bulb is included. Assemble in 15 minutes or less",,Ceramic,Ravenna Home,Beige,"Amazon Brand – Ravenna Home Traditional Ceramic Table Lamp with Tonal Geometric Design, LED Bulb Included, 22.5""H, Beige",Traditional,22659-000,LAMP
B07TH383MK,Amazon,IN,81JTtc2bvuL,amazon.in,"3D Printed Hard Back Case Mobile Cover for Samsung Galaxy A8 Plus Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. Slim Hard Back Cover No Warranty",mobile cover back cover mobile case phone case mobile panel phone panel Huawei mobile case Huawei phone cover Huawei back case honor cases honor cover mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case,Wood,Amazon Brand - Solimo,Others,Amazon Brand - Solimo Designer Star Impression On Wood 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy A8 Plus,Samsung Galaxy A8 Plus,gz8485-SL40576,CELLULAR_PHONE_CASE
B07TRW2SDQ,Amazon,IN,81CfJskjsFL,amazon.in,"3D Printed Hard Back Case Mobile Cover for Xiaomi Redmi Note 7 Pro Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. Slim Hard Back Cover No Warranty",mobile cover back cover mobile case phone case mobile panel phone panel Realme mobile case Realme phone cover Realme back case hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case,,Amazon Brand - Solimo,Others,Amazon Brand - Solimo Designer Red and Purple Brick 3D Printed Hard Back Case Mobile Cover for Xiaomi Redmi Note 7 Pro,Xiaomi Redmi Note 7 Pro,gz8645-SL40797,CELLULAR_PHONE_CASE
